slope,aspect,avy_elevat
17.12620,66.80544,2522.93091
2.92176,232.19620,2217.55566
8.58740,38.12403,2603.85083
15.54805,107.57524,2659.63574
17.97816,37.81285,2083.54712
5.88290,247.24164,1876.36816
27.87276,258.13062,3097.34741
12.33416,79.23911,2889.46094
11.10501,176.73099,2727.36987
28.82127,238.94611,2882.77490
15.96419,127.57927,2922.58521
22.56082,339.24988,2992.92480
40.47491,103.86233,3083.04175
15.33095,80.91090,2887.19580
30.79126,274.58588,3305.50317
6.51495,155.37592,2842.16870
15.42511,19.38919,2458.84277
25.64080,46.95803,2965.10767
33.81780,179.38812,2062.36499
39.42001,12.20348,2239.50366
42.07832,24.55794,2300.40308
34.53953,133.07858,3264.60327
37.00537,37.14647,2556.54932
41.31482,36.36505,2494.10205
44.77202,16.51977,3047.44702
20.89008,258.55881,3195.95972
44.30187,283.02374,3343.36914
11.59376,13.41866,3093.55298
43.62656,160.44655,2874.73926
37.04996,173.52798,2868.05322
14.61623,237.20032,3336.13672
36.27316,340.84851,2901.90479
30.12645,72.85785,2885.53760
7.23076,27.15722,2661.79175
27.29364,32.11480,2735.69702
40.05507,161.78000,3101.48755
25.59897,178.07719,2225.51196
38.71521,182.85077,2481.59082
38.25447,160.65027,2004.69763
33.83516,74.63093,2927.83057
16.29100,305.38898,2815.64331
13.93416,73.53392,2758.68506
38.40282,212.62184,2389.64453
29.88191,45.74421,2897.28955
16.78276,65.13615,2985.49561
11.84416,255.84695,2622.38232
30.68550,95.78259,2588.14209
28.85952,277.97742,3343.72900
28.62100,303.33502,2970.84668
30.28228,311.83826,3165.38501
42.90073,325.81976,2703.80493
15.33946,273.99152,1463.39209
30.73603,268.28088,3090.07227
31.71102,220.09541,3221.57812
23.56770,289.96848,3246.24683
23.97348,107.96725,2071.47607
25.90950,192.19806,2663.67871
15.85883,315.72430,2921.06226
33.22696,328.99588,2561.69312
27.31547,37.06675,2550.90283
15.68491,317.04288,2055.52100
9.15661,246.07182,1692.63635
23.54121,277.39990,2962.98755
40.58034,288.56110,3140.44360
16.65977,66.15524,3009.90967
46.86411,321.67957,3271.28345
33.62292,70.63539,2876.86865
33.82166,254.35515,3226.83643
46.92176,86.64375,2939.87793
23.28446,296.13724,2692.95215
20.50440,252.88757,2956.70703
10.43956,1.77808,2754.21851
32.37261,43.51560,2772.15186
54.50494,318.38565,3199.71484
56.18689,352.46173,3248.81421
39.77061,357.57343,3080.56396
18.77874,207.45801,2216.01074
29.79116,88.47543,2740.90283
22.31715,341.71515,2803.11523
50.16314,81.11606,3352.28979
52.85671,351.34109,3391.04297
38.60002,52.36460,3357.73218
56.36953,39.02667,3373.73096
31.76764,57.88852,2263.32227
42.58785,352.56589,3135.99390
48.86027,300.73743,3302.47095
48.92096,340.15927,3157.99731
39.20329,302.53369,2803.05566
34.06831,16.98127,3157.62622
37.63296,64.68208,2931.69604
34.77860,195.60663,2255.40845
41.53209,351.55258,3052.66235
23.29320,178.61542,2310.05688
39.90087,22.19540,3355.24414
37.47562,350.50565,3117.92603
8.86472,28.24945,2889.84888
37.28954,16.04202,2316.85815
10.33839,91.43970,2569.07959
34.02080,225.93672,3411.42212
16.24152,271.58807,3339.64722
36.10089,90.32119,3168.72363
37.16757,63.68759,3171.30615
26.76626,322.64688,3069.04224
29.88191,45.74421,2897.28955
31.43954,16.43271,2908.32788
33.23160,29.45859,2716.68872
33.23160,29.45859,2716.68872
30.22056,75.77722,2997.13745
3.19227,44.45860,2125.80835
19.53693,221.83922,3009.66016
16.67634,288.20255,2863.53955
16.92845,30.07187,3173.44507
26.47114,331.34100,3039.87524
25.00109,345.88290,2727.64038
12.34690,257.72232,3060.96924
8.06214,250.21199,3061.46069
21.05395,236.24194,3068.96045
46.18933,273.97266,3032.33276
23.75995,296.21982,3082.85840
30.39341,286.34344,3097.52295
26.18549,232.95767,3123.00342
26.28886,232.82635,3139.45288
35.76775,257.15198,3144.16040
26.52308,232.53833,3158.81714
31.32732,302.84973,3191.45703
48.60855,293.24210,3198.25244
33.23785,326.69421,3260.46094
45.27875,252.37001,3247.97583
37.87140,206.85341,3287.77881
13.63362,309.93921,3339.77148
33.09487,279.83713,3311.98755
28.36309,315.95587,2843.90356
34.34489,291.01108,2827.95752
13.26352,5.36993,2194.29468
22.73475,234.75807,2299.59106
16.37744,286.49182,2310.77344
24.81214,217.60275,2439.03882
5.95755,227.25819,2455.82886
19.34851,265.10495,2444.65381
13.90712,229.96225,2454.81323
36.74846,260.63248,2519.45288
27.55453,228.08626,2552.64087
12.10743,252.07845,2566.59717
13.44475,280.03503,2567.55566
34.47170,284.30164,2575.07715
22.65707,288.46652,2612.89014
12.70146,331.75128,2617.14429
37.57695,275.22055,2459.66553
11.55884,297.57208,2668.01196
14.32917,302.18567,2669.83667
6.55400,298.55609,2696.55420
12.86619,271.83405,2702.60449
19.72253,319.22125,2702.42993
4.46837,213.94598,2723.89868
8.77639,243.17496,2739.84229
19.09040,269.42517,2749.08447
16.97497,311.21170,2738.11450
24.54035,272.64716,2803.00171
23.86872,260.46851,2815.29272
8.89381,239.11864,2857.95605
17.62381,279.60248,2854.61377
17.65865,298.57416,2852.48242
14.61672,357.05334,2893.35840
29.77110,270.11444,2869.27783
20.06010,270.84314,2888.36792
3.69514,242.95863,2892.63623
19.99333,271.13721,2923.80225
21.92345,338.22467,2936.09766
40.15834,272.24057,2907.49756
14.63598,261.60028,2968.53613
15.10325,283.70166,2959.98047
21.78065,276.29419,2963.75781
7.62602,314.90009,2992.98608
54.97337,290.32550,2918.45264
32.30151,266.92627,2998.34668
36.72306,235.34915,2980.33594
12.94687,303.97141,3023.92749
25.09624,246.59329,3017.55859
30.69230,35.26511,2800.79688
0.71465,230.86636,3209.29419
31.64647,74.82774,2882.41040
28.96662,302.17593,2753.56958
35.07035,359.17389,2595.55225
21.28270,9.64243,3197.88794
25.80463,330.32220,2861.56885
18.69436,12.77774,3210.57446
42.59356,300.65924,3397.08032
24.17533,198.48953,2923.20630
23.36658,27.37685,2969.99951
23.36658,27.37685,2969.99951
43.90783,177.76938,3210.88428
24.78426,220.22334,3004.33081
28.94949,48.88452,2629.67578
30.55940,277.71854,2808.14233
30.96727,237.74741,3097.07031
13.14621,348.28168,2861.81104
32.09985,336.96497,3119.49731
30.06961,282.46970,3161.86914
26.16616,332.33865,3051.75732
39.19163,16.33784,3078.07544
12.77566,345.45721,3105.40259
51.98978,329.37982,3346.24634
12.77326,98.89546,2877.45825
22.43531,165.81355,3160.62891
55.54308,350.44141,3299.69873
23.26848,300.19153,3217.88745
28.86451,66.04439,2799.11255
18.52604,263.60141,2317.30396
26.17172,335.07095,3032.24829
41.42173,261.12079,3083.99658
19.62442,193.01714,2876.28101
29.95719,95.81252,2489.76196
16.14771,10.10690,2016.19702
4.60347,157.20547,2843.44580
6.15286,213.51047,1816.80872
10.03802,298.50543,2503.76904
16.67793,74.61770,2399.63745
23.27771,205.47357,3346.56421
34.56745,16.94295,2785.20264
27.62385,328.96283,2839.60547
32.15862,355.46625,2712.58472
28.93549,256.43301,2965.34888
17.24367,267.24988,2980.89282
11.27017,312.87366,2999.37866
37.31844,355.45480,2349.91675
37.31844,355.45480,2349.91675
6.43973,172.47063,1667.61511
31.93866,289.00296,2980.27612
13.72098,194.80716,1849.36877
26.18707,344.01767,3231.69775
31.49386,240.47612,3119.18066
27.47087,295.77850,2938.72754
20.23667,160.09422,2494.27661
28.45184,348.08832,2762.99731
18.90289,339.73682,2930.42969
30.34711,98.76051,2997.77124
21.27806,188.99536,3202.77368
33.11216,311.59833,3137.91968
47.88416,282.32007,2969.48975
25.37596,39.12464,2757.77637
49.41417,11.29202,3289.01685
32.61470,147.98865,1893.03735
13.35480,156.12521,1630.11841
33.27991,328.91745,2817.17383
26.26383,20.59656,2845.35986
40.06814,31.69842,2939.37256
31.66802,316.15115,3339.63354
30.85456,312.02539,3200.35791
36.18785,70.90760,2906.96313
16.85945,91.03789,2761.52905
17.34484,49.31932,2571.75220
42.15831,359.09509,2336.34326
29.40949,45.83914,2638.03662
3.79656,114.17767,2446.61816
1.21429,58.69281,2934.33423
0.82294,31.88273,3055.57642
19.53893,16.50469,2867.67725
24.34975,61.75565,2755.55005
32.67684,49.19375,2883.84961
16.27202,95.53103,2958.16235
41.53909,68.12136,2863.30664
19.95290,82.73503,2962.17065
37.56130,267.26147,3427.44043
37.56130,267.26147,3427.44043
46.86411,321.67957,3271.28345
51.94014,256.56689,3010.11475
38.60752,158.14139,2637.80322
2.46453,87.63483,2219.40405
16.64474,316.37543,2761.91968
32.51700,194.95950,2336.28564
6.15489,173.60115,2218.03516
19.46310,206.88184,2860.59937
45.53920,168.26088,2418.83057
29.31015,112.98305,2722.20068
24.50167,75.72454,2815.65894
25.86146,214.61108,3015.42847
37.95274,325.10724,3230.78027
25.65501,42.05864,2817.26123
38.41854,105.57951,2278.72217
23.39368,114.95133,2529.28101
32.51542,313.22919,2701.94507
32.02740,348.88992,2384.02344
4.81755,250.06148,3190.25952
35.62507,331.99445,2337.55908
13.37626,84.97945,2904.69678
30.84564,356.59790,3215.87036
42.54214,18.69797,3193.09375
29.55376,344.90024,3094.58301
24.57907,79.80811,2776.80762
16.94081,73.21858,3181.33594
4.55665,211.71597,2781.58691
20.72136,296.03937,2662.48633
42.73679,32.96931,3090.46973
38.72493,37.56247,2877.12256
25.43928,288.36847,2408.10254
37.20515,271.76587,3035.76440
22.94692,15.91445,2908.84399
30.81681,353.74417,2769.78125
15.92255,321.80127,2831.63550
34.81483,80.88370,3014.87646
24.37381,345.38666,2892.84082
29.83754,139.72246,1914.35498
30.79181,287.03479,3152.33081
5.93247,11.16853,2482.97803
7.96052,52.89275,2739.27930
20.10552,247.22673,2983.85181
24.69876,356.11523,2438.01685
21.64688,358.62625,2682.37524
36.64511,325.55884,3047.91064
40.87436,31.38990,2960.84839
27.90685,16.98332,2747.93848
42.29464,300.02960,3034.10938
10.48771,1.35518,2851.83862
21.64688,358.62625,2682.37524
26.48392,0.67439,2796.87451
29.97550,23.67197,2930.14575
8.28178,232.78122,2518.21533
24.58602,309.61810,2655.44751
10.80606,292.27856,3163.18433
5.58630,263.32895,3158.14185
24.48850,324.17682,3184.06567
40.26458,55.65322,3154.69287
26.31926,70.08058,3180.51660
13.25422,261.70331,3183.79028
26.00974,351.09320,2887.08618
24.13511,358.55084,3048.79102
26.87025,54.30909,2964.65991
27.60165,39.61752,2031.59814
35.62507,331.99445,2337.55908
38.63286,279.54233,3034.24561
8.88103,111.57350,2416.27930
42.69712,274.89481,3441.16455
22.22507,186.64206,3371.60693
21.14353,75.79169,2585.92236
10.09676,2.63738,2458.72021
42.13863,10.46025,2958.45288
6.70818,206.38713,2352.03833
22.59307,347.60754,3225.21753
39.46913,133.37511,3206.10547
4.15500,86.64367,3021.82300
36.95029,206.23941,3260.77295
0.11507,126.23331,2657.71533
38.83442,75.19881,2796.76782
3.08290,59.50605,2739.61499
0.08652,71.02959,2836.02563
0.47249,337.40399,2282.74780
1.19112,69.96646,2775.18384
18.99755,193.04382,3368.86572
26.58577,25.45790,2605.48242
23.55955,75.22346,2790.14404
22.84294,173.50986,3130.19507
20.81576,92.90614,3149.32959
24.23233,98.92464,3381.69165
11.22290,316.32141,2811.48853
16.60079,141.63394,2989.19629
61.66695,217.85143,2899.31494
22.49856,259.72580,2648.27222
28.05210,103.74785,2759.21094
30.75474,293.65717,3152.47119
31.76941,259.40881,3086.23755
41.75029,170.09500,2966.37622
21.01562,39.19556,2471.23535
37.40491,333.96478,3091.39795
23.64619,102.31052,3100.02637
13.76071,162.54607,3067.01733
29.77169,191.80121,2648.49902
35.44723,57.89517,2897.47900
55.53179,284.85590,3063.64307
9.24780,159.27155,2468.17139
32.83708,316.96573,2731.65381
12.16939,7.53094,2521.49829
10.12538,255.32858,2839.31055
4.91082,22.25678,2461.02661
6.04645,264.15033,2491.77368
4.23779,7.89634,2475.05420
22.31715,341.71515,2803.11523
35.81739,130.82285,2798.78223
42.13387,172.56253,3267.26001
20.22549,184.46642,3084.32373
34.43590,108.40405,3221.42432
27.82795,312.17334,3011.36523
32.90428,88.92542,2941.15845
26.51855,227.52570,2818.00952
38.57109,159.19962,2757.90308
35.11982,79.59341,2893.93140
52.91561,130.90073,3312.88940
26.02992,257.70929,3219.41138
42.52927,28.34633,2857.95215
16.45313,338.50632,3043.98364
21.90864,284.23932,2975.03760
22.02498,81.16441,2346.15186
2.95672,348.74930,2240.08618
12.15291,141.26509,2981.64307
25.26691,66.40589,2708.79395
37.95262,47.02699,2963.96948
19.69860,270.32141,3064.29468
36.71584,352.50549,2297.70337
36.11337,35.17983,2899.56885
13.47280,166.72263,1764.33618
26.24015,64.58498,2698.21265
34.51530,276.52344,2869.04248
34.83981,57.73927,1773.40967
13.72098,194.80716,1849.36877
7.72794,264.88678,2166.55615
40.68750,3.82161,3177.05127
43.71770,325.19586,2223.57886
51.07198,150.44710,3072.01367
18.56241,348.18933,3207.24902
25.38457,272.48935,3345.32397
40.87436,31.38990,2960.84839
27.01295,334.00336,3046.27930
2.63849,298.65741,2615.41870
31.69773,159.86330,3169.35547
23.19416,221.89610,2874.16284
32.08640,237.62184,2999.88770
11.80251,228.04381,2864.70435
18.68334,294.44934,2744.44312
23.66748,87.61376,2299.62817
34.02080,225.93672,3411.42212
36.21290,249.02943,3201.86011
34.91342,355.54794,3180.12769
5.76904,290.06549,2734.65967
20.04864,230.25876,3347.46851
44.30187,283.02374,3343.36914
15.80328,133.43979,2568.91138
14.80211,244.62119,3177.59131
45.70443,305.07428,3156.71460
47.50978,103.16363,2640.20239
9.62880,162.97549,2195.87646
20.27862,157.15953,2224.92017
37.60416,214.01196,2699.20117
29.17845,93.30488,3000.33618
42.63337,8.20945,3072.13623
47.15886,257.62427,3195.20703
19.47757,290.40839,2883.38306
20.99744,152.34531,2852.62207
18.14516,182.99945,1841.20020
10.35615,131.17802,3061.83008
21.74999,39.33687,2050.70947
27.10938,271.58356,2619.19458
13.11543,71.43109,2535.84155
7.41485,299.50555,2849.12646
35.27700,253.01053,3198.99585
48.20335,3.78100,3321.85205
25.20569,344.26645,2808.30273
31.88241,66.30464,3080.91357
35.07462,267.57172,2814.18848
26.92549,344.23163,2870.95483
7.78521,33.87162,3225.51367
59.32275,93.07254,3274.24878
31.28555,240.27333,2711.67554
37.30476,307.17548,3108.81714
16.08676,132.06261,3009.59595
40.30286,140.23705,2833.13989
35.27700,253.01053,3198.99585
28.76260,20.90761,2786.44678
30.84564,356.59790,3215.87036
48.76539,225.32822,3315.47827
43.17636,55.22456,3227.71191
10.12538,255.32858,2839.31055
49.09015,59.31091,3132.69458
20.89008,258.55881,3195.95972
17.93506,43.57983,2945.46753
37.21814,51.63620,2969.57983
35.88071,39.49427,3419.60083
47.05959,337.48535,3182.64844
26.28470,27.17932,3233.14648
19.36425,108.89165,3042.46851
16.24152,271.58807,3339.64722
47.70158,239.34009,3094.56616
41.39835,96.16569,2608.39551
30.49598,293.73840,2796.41235
5.98911,73.11983,2915.64404
37.27303,27.88999,3401.67749
35.57770,11.11750,3408.64575
31.84478,116.93935,3003.87915
33.80521,351.38269,2375.22021
15.82161,323.46704,1656.59119
38.01020,26.71590,2480.18506
40.22637,45.80440,3023.62866
26.61766,28.54311,2847.47778
22.54716,304.91681,3196.97607
29.28168,263.09180,3346.23022
49.84329,288.86249,3328.11938
29.66926,331.68369,3163.66406
36.06229,257.01346,3272.02100
0.98681,142.54817,1940.24683
38.48326,348.69656,2741.96240
26.94339,246.69307,3202.43994
28.63064,6.26084,3335.16602
44.94160,62.77446,2796.83105
32.65809,331.03354,3043.52856
32.75433,153.49059,1924.25134
29.88615,261.06073,2458.22192
21.13113,137.48256,3049.26196
41.02409,133.87978,3083.36743
33.20289,126.84309,3123.26367
25.94769,346.15201,2731.36377
34.29658,114.87985,2883.55640
12.83233,266.71362,2753.19434
26.73307,22.20735,2678.12964
32.03760,78.23778,2804.05469
33.05556,56.54205,2790.89453
41.38054,270.40546,3035.50635
9.39977,83.37119,2917.19385
50.29764,350.30341,2285.37573
44.59552,336.79007,2828.23633
33.29618,9.54047,2725.16016
13.75090,291.32642,3037.97266
40.85350,347.34930,3092.74902
27.25186,73.46133,3175.17383
16.04648,244.56573,3034.83887
27.91201,307.81699,3063.49463
1.04463,323.13852,2884.91821
39.24012,315.19482,3417.31665
38.61790,252.83536,3411.71973
31.04914,45.10151,3093.15381
42.66582,131.38208,3038.52881
23.69499,35.70220,2830.11401
35.85919,103.09418,3094.06104
12.68232,70.46618,3037.85620
36.47493,113.23551,2907.00464
28.60578,295.14658,2795.23828
37.61706,259.96393,3144.42456
23.19416,221.89610,2874.16284
41.11050,3.50569,3070.70166
29.80688,134.74844,3158.06445
42.21111,150.23463,2608.46704
27.17784,128.04201,2635.46973
14.83903,91.75198,2779.03027
39.27142,179.08618,3272.52710
41.91246,306.45731,3064.61890
33.45894,80.66203,2481.03418
35.25409,34.66264,2849.85034
7.82669,271.92572,2340.58960
19.41436,291.50070,2694.04761
5.45263,316.98929,2707.34180
7.54742,134.14706,2908.31689
24.17025,112.89186,2631.28882
37.64760,90.96461,3053.55664
22.36226,240.73410,2615.80835
36.66434,284.59625,3073.36768
37.65974,293.76395,3013.20752
4.00180,229.70912,2917.55444
27.62385,328.96283,2839.60547
21.95685,66.16753,2441.24561
24.37034,63.63665,2570.71313
24.70990,140.36816,2535.89502
36.67375,64.72899,2937.33838
12.13989,55.22816,2740.04663
30.97702,64.59892,2977.40283
35.64196,308.35556,3211.81909
24.87793,38.25454,2500.98853
38.63639,123.84862,2415.74023
20.10552,247.22673,2983.85181
46.40786,349.01624,2266.56128
38.29950,85.46362,2891.42847
37.56923,87.10418,2846.09082
48.46965,178.83542,2761.52319
33.63694,35.45136,2604.50732
19.72413,72.06010,2824.94629
47.53155,124.40816,2648.28418
28.85106,143.39676,2025.46924
17.57460,178.08670,1809.42480
35.61238,307.89975,3398.68335
27.42491,67.64991,2642.59888
27.19505,51.54638,3118.96191
11.50643,2.18488,2301.35083
42.52609,321.65952,3226.83545
52.25422,354.15033,2201.36963
45.19536,151.57095,2869.50684
50.88173,167.71738,2654.44214
14.44738,43.14343,2595.46973
3.24605,82.94433,3041.42798
6.13254,241.29306,2331.26001
19.37319,262.20300,2610.95093
27.49768,284.43121,2958.07544
7.59905,63.03123,2487.71045
5.59976,217.92462,2559.04834
4.53752,267.38605,2416.23022
22.99715,304.03699,2874.21436
31.55997,305.06921,2871.54663
33.34545,59.72916,2987.07202
22.78329,63.37995,2547.71680
30.46662,48.43252,2845.33813
12.94687,303.97141,3023.92749
34.90578,336.97421,2220.05542
40.29948,189.12054,3318.30884
23.32479,54.61936,3265.48438
23.43305,48.76762,3131.92773
40.15396,268.71970,3259.46313
43.86303,5.52954,2515.20508
17.83032,324.88742,2325.29761
32.51542,313.22919,2701.94507
27.96554,55.80302,3050.14868
31.43369,96.85181,3114.78882
51.26288,41.22865,2481.07520
32.98372,344.78918,2326.78467
45.84719,296.68219,2717.73657
30.84564,356.59790,3215.87036
